minimum
0.177732495
0.886916869
0.042249839
0.592445612
1.306374382
0.240375906
1.288895842
0.053569766
0.016300534
0.712537594
0.088983416
0.685876723
0.301223775
0.969319586
0.262950405
0.154096792
0.222710339
0.339991226
0.912535586
1.035233221
0.278419533
0.397007831
0.503803002
0.001276815
0.34232119
0.192791394
0.22201698
0.057458649
0.245829557
0.248873445
0.252651224
0.181756196
0.047426286
0.91026762
1.282264974
0.296192675
0.739623445
0.804277691
0.86337505
0.126051103
0.837675877
0.197133199
0.221921565
0.758414708
0.783410046
0.17883151
0.530763073
0.629396784
0.832702888
0.102127402
0.330624723
0.383013128
0.107071929
0.494729152
0.20255337
0.168395856
0.684678382
0.832906442
0.167778455
0.168834067
0.833848296
1.83029692
1.038398426
0.294405459
0.047170147
0.317083857
0.261025813
1.430549511
0.221545069
0.45754262
0.019125151
0.224033004
0.251847863
0.821268506
0.08891458
0.28430345
0.367781601
0.382870439
0.388165866
0.214069472
0.386848836
0.350242511
0.159198727
1.318379689
0.097134219
0.827889883
0.296735355
0.291574993
0.376718378
1.01582909
1.018525159
0.152448403
0.278983755
0.334419293
0.512147535
0.254021062
0.360623795
0.652652192
0.131880823
0.291524039
0.028717897
0.338135161
0.438734543
0.466499942
0.44197913
0.019425697
0.158908185
0.103634018
0.619315489
0.335277302
0.430787726
0.152542805
0.240415223
0.00870696
0.507212948
0.474367386
0.964455911
0.200945349
0.165888868
0.446598024
0.537356145
0.186554253
0.833235916
0.368957159
1.465324479
0.155962574
0.010400071
0.173110833
0.175998259
0.40519421
1.447005906
1.481105571
1.016713218
1.091545748
1.463886837
0.302060738
1.36339252
0.20566819
1.209963433
0.171609697
0.441793452
0.51923787
0.031552864
0.029472363
0.549018801
0.4796701
0.179090994
0.078308183
0.073668483
0.172123903
0.992788027
0.355052296
0.485916785
0.023309536
0.093568452
0.587708371
1.432126696
0.152791746
0.282827506
0.004675946
0.123492724
0.765178957
0.918138164
0.122551419
1.015657681
0.030982783
0.337525144
0.561600155
0.325682397
0.736190817
0.122891206
0.350169501
0.130404012
0.382967968
1.614122461
0.738365715
1.429606829
0.212148516
0.204029893
0.540723506
1.036843391
0.202774399
0.230718488
0.284535245
0.752844949
0.739154163
1.021349389
1.529194564
1.046268512
0.680877981
0.384824831
0.215120585
0.232039876
0.401280151
0.409107985
1.409227747
0.33625943
0.945162179
0.359015377
0.306196678
0.064897138
0.66867418
0.255837034
0.642805159
0.07282337
0.314761872
0.249368762
0.284421165
1.150379023
0.123240351
0.368645594
0.627319395
0.357061828
0.101795894
0.34516729
1.598036866
0.100952599
0.0933214
0.320741357
0.954471592
1.523142421
1.284888116
0.180806905
0.654950747
0.263423361
0.159500992
1.807316217
0.741210491
0.058191191
0.791029264
0.320402579
0.391888933
0.446649802
0.120424842
0.21912465
0.182360079
0.348516745
0.02102171
0.213170166
0.519272684
0.34065923
0.400050317
0.218681796
0.569555385
0.052011811
0.152604477
0.620171367
0.276585636
0.104448217
0.433724526
0.470094513
0.349060215
0.474465458
0.254013688
0.342785286
0.285221395
0.477092244
0.36354994
1.091772019
1.516628869
0.306740427
0.3073097
0.111307203
1.577891566
0.593062781
1.745606373
0.120158108
0.242399462
0.318665239
1.542382492
0.407574248
0.579108891
0.202503302
0.229480722
0.505470307
1.250150863
2.212602169
0.217738412
0.101313187
0.113963995
0.142308393
0.266868531
0.358049559
0.39874501
0.079123845
0.208209641
0.218822191
0.228376579
0.107506012
0.642662154
0.253396676
0.314670426
0.245228393
1.367642466
0.098435276
1.763860025
0.48401831
0.22071927
0.093561807
0.348018404
0.470053242
1.031871111
0.038080927
0.941306098
0.137968981
0.161149038
0.213346289
0.012077595
0.158947025
2.038644999
0.010290478
0.143530864
1.703101474
0.129924052
0.328614548
0.009447059
0.13890549
0.764338282
0.319440912
0.388479945
0.348462487
0.480836974
0.626152107
0.233059451
0.360114001
0.146888345
0.244575009
0.42097819
0.439257528
0.269525623
0.175385355
0.55375894
0.063072774
0.535468593
0.549028733
0.152189569
1.696259286
0.115416465
0.004026922
0.360679338
0.228294161
0.18050992
0.393875684
0.149721407
0.777795159
0.08789988
0.153950848
0.375156016
0.050961924
0.225675978
0.495465551
0.130842079
1.10059211
0.317056388
0.232057393
0.13602261
0.053374248
0.718529555
0.307101441
0.43575422
0.202778366
0.503964411
0.292017494
0.399904585
0.30252403
0.003014511
0.178572018
0.174917415
0.17347361
1.77261419
0.215967477
0.233403128
0.065119661
0.271083539
0.324989563
0.267815195
0.50045255
0.829593834
0.003401096
0.238085286
0.388905018
0.145253643
0.115169941
0.16806283
0.5597212
0.227735804
0.347586363
0.223598905
0.672670794
0.157179115
0.609214927
0.246162259
0.328799381
0.328232382
0.502380451
0.29730985
0.833154776
0.878654769
0.077108913
0.543686521
0.659611278
0.313350613
0.318743968
0.008762265
0.069776031
0.351629447
0.104359269
0.04256297
0.136776261
0.039391886
0.159809264
0.794306626
0.085819712
0.600388459
0.839127984
0.642134979
0.052682507
0.17887963
0.302696569
0.443436283
0.223958651
0.381606588
0.127129307
0.238212775
0.514110822
0.074484884
0.08948883
0.759515889
0.305314363
0.334705119
0.809413858
0.309523693
0.08131587
0.974079872
0.183208526
0.252347004
0.396309972
0.992104583
1.145917671
0.063456529
0.004445987
0.235931057
0.014623851
0.253818352
2.000862769
0.790559422
0.236309583
0.341285608
0.606472426
1.608887475
0.464786714
0.615986743
1.743010598
1.342719509
0.036005734
0.388923593
0.583684201
0.390631403
0.340364341
0.254998228
0.867809999
0.226858943
0.318317967
0.356878418
0.058254865
0.316009233
0.33706101
1.769585626
0.051543255
0.318582039
0.097237995
0.380251655
0.587027552
0.058741182
0.822212136
0.311992952
0.337597443
